x,y,y_true,y_score
1.3419588,-2.0975888,1,0.9969295679340695
8.366359,-4.1134353,1,0.9999996112508188
7.738731,-4.1890607,1,0.9988440960723605
-0.40703693,3.1032288,0,0.04154973102349387
4.6067395,9.6420555,1,0.9999978051210618
5.8626413,12.299428,1,0.9999953879653192
-6.119824,-0.7827595,0,4.232974867733839e-08
-4.519192,2.5331352,0,7.732269152484463e-08
8.412235,-4.1820054,1,0.9999999224696724
-0.37985477,-1.2519406,0,0.0006808413273672151
-10.527166,4.1213374,0,0.0008092333785401544
8.121505,-3.1717963,1,0.9999063480024577
-0.7289145,-7.126491,1,0.9999998540028052
3.5994153,2.090984,1,0.9802970169525905
11.234416,-1.2788662,1,0.6833401807699536
16.244326,0.36645308,1,1.0
-2.4373937,7.13958,0,1.8989901228537458e-08
9.436228,-11.52711,1,0.9999999999979536
-6.9009323,8.893782,0,8.380783893312279e-09
-0.97748566,0.39085233,0,0.1121821960576404
-3.2589235,9.065838,0,8.49456521208303e-06
0.05930973,7.7951417,0,5.369937137501436e-09
-11.601627,3.749833,0,1.9921474249834653e-05
-8.551948,0.7567057,0,3.2305906401074427e-06
10.143529,10.258025,1,0.9999916846750142
-10.7266245,-1.3726764,0,3.2226284562415846e-08
-13.900468,6.6677647,0,6.280322199723856e-07
-9.462853,0.13808972,0,3.922623931007632e-06
5.265475,10.523632,1,0.9991578095103658
-6.3902583,-8.419661,1,0.9999999999557758
4.5321527,-0.7729485,0,0.02851866175310849
-4.393835,3.1268353,0,3.1203019430383526e-07
-13.273459,-11.909623,0,4.131260674568309e-11
-0.27402127,3.7352028,0,0.000647199739328385
9.4303465,-11.522012,1,0.9999999999929798
8.671213,-2.5950103,1,0.9998302422427842
-5.010798,8.105415,0,8.366220458093795e-13
-11.646657,6.111454,0,0.001471403292326199
1.2685289,-1.0880125,1,0.9123632702328442
10.715053,1.3482172,1,0.9980103808732702
1.6510165,4.9242773,1,0.9470696990899917
-14.632676,3.5937715,0,7.160099022857877e-12
-0.5468675,4.2475867,0,6.949239535087813e-05
8.831738,6.9672494,1,0.9999999994302158
6.0528607,2.5147681,1,0.9998942491406051
-13.956054,6.6593103,0,1.894381294664018e-05
-2.854965,3.3280315,0,8.52461722546021e-06
4.3075233,4.8132577,1,0.9999917611130699
12.355063,-1.6205212,1,0.9999987518348066
-6.063678,6.3515444,0,8.97334897158266e-12
8.877242,6.968218,1,0.9999999992064943
4.850996,-10.792361,1,0.9999997546886464
5.3162227,2.4761317,1,0.9999859276075569
2.7090092,3.5376964,1,0.9741942711955868
1.2325321,-1.6493794,1,0.9561468878642503
-1.943936,-9.228989,1,0.999999998458577
-4.2606506,-0.10190842,0,0.00029296517012276647
-12.235089,-4.290291,0,3.798848116832162e-05
-5.630617,4.9602475,0,1.766161646601517e-10
-6.8658514,6.1079326,0,7.650909286730964e-13
5.167044,3.0800915,1,0.9866663974532096
0.7234418,7.4275455,0,0.0002820641686378929
-3.797443,-3.064426,0,1.276235330270677e-06
-5.2736683,-1.6971546,0,1.2323153290209635e-05
-10.385534,0.92697364,0,2.2259556678251982e-05
-1.0719507,1.2334372,0,0.0004751292957651829
-14.7873535,3.6855054,0,1.626237374746675e-08
4.853317,-7.001433,1,1.0
-1.5665047,6.0823836,0,4.187221816868211e-06
11.081856,9.710894,1,0.9999978328600639
-7.6395764,7.5888314,0,7.312074276391955e-08
9.412354,-3.4047806,1,0.9999995968521165
14.001813,-0.060330566,1,0.9999707466130231
-2.0312574,7.7892313,0,1.2077012700212404e-07
2.0548458,7.398348,1,0.9880390435878343
-8.9963045,5.819738,0,4.476280029414507e-13
-2.6379673,-3.2112978,0,0.004167687366127307
-1.4651684,8.083222,0,3.233872122244364e-07
-4.9174848,10.036796,0,1.9531196125194098e-05
-12.681882,1.3384751,0,7.955101208307175e-07
-8.037585,0.9769228,0,0.0063115468921770244
-4.8544836,5.999935,0,2.1382062665668233e-10
7.1962333,6.7612076,1,0.9999986906134072
7.356703,12.167312,1,0.9999999921310874
13.74251,4.604042,1,0.9999774511144159
-5.819848,8.299658,0,5.175535061318818e-06
2.4303484,6.8578587,1,0.9999102053543586
-2.069991,3.36041,0,4.4054211650274996e-06
-3.1825085,-0.90117013,0,6.22952102792459e-08
2.7338037,-5.7290945,1,0.9996507210937261
-5.824888,-3.5670948,0,5.411671382541556e-07
11.521197,-7.6519704,1,0.999999999939547
11.515541,9.984348,1,0.9999979387655384
5.7635293,-0.42941085,0,0.16591465121816032
-2.0426695,1.323044,0,2.2090661364097697e-07
8.884478,-6.213502,1,0.9999936614860104
-6.218567,-6.165014,1,1.0
-6.074254,9.035485,0,3.9606140764985237e-13
0.070297435,-2.9265401,1,0.9927687959768865
-12.506651,1.441175,0,1.4807932310275817e-06
7.5389123,-1.3261507,1,0.994962363605014
-6.489605,-4.000483,0,0.03426770573751059
-11.4690695,1.1018047,0,2.7745858913047513e-06
2.9957426,-3.4980648,1,0.9993993330381318
0.5107693,-8.794268,0,0.10019204040440091
-14.530234,3.5468905,0,5.694001490132438e-12
-9.877601,-3.7151353,0,7.065949605511632e-08
-3.7124689,-1.754938,0,0.0209483229442595
-3.758905,11.454985,0,7.671297318221893e-05
4.020516,-2.8453908,1,0.9999992594555251
0.005421405,0.5245557,0,0.00011263750694204889
-4.782761,4.48093,0,3.0517509707626334e-07
-7.9645724,1.3970782,0,0.0010758768867148044
0.6618304,-1.531473,1,0.9633669759080064
-13.520494,-12.721911,0,1.2882973606734306e-11
5.498566,-0.50213397,0,0.8502224899169911
0.43444592,4.526431,0,0.03235558177836714
-6.1626973,3.8984606,0,2.3269384717515966e-08
-2.0851316,-5.3532815,1,0.9999363072726444
0.2430804,6.8286223,0,1.55673770166631e-05
-4.8370647,5.5677752,0,2.6948823692122945e-08
-5.805637,-5.0051594,1,0.9999994685609286
-3.9702168,3.5646076,0,4.179497877729173e-13
-10.041117,4.330505,0,0.00168962002979902
-6.254628,-6.230964,1,1.0
2.736823,0.8394174,1,0.9999985388296312
-11.325494,5.262348,0,0.00019089374119234467
10.235121,-1.4336737,1,0.9952504564703855
1.2390263,-7.3408585,1,0.9999993473945492
-1.5430712,3.8857126,0,5.4198561507726714e-05
11.786163,-3.1381109,1,0.9991458177776938
-8.087938,5.8304768,0,3.4300228746335505e-09
-2.7366333,3.454943,0,5.597808415414619e-07
-2.9665315,-1.5471499,0,1.9819865147519406e-06
-5.6676044,6.3763204,0,6.2079358506600615e-09
6.6101227,3.3547049,1,0.9999997429811789
13.672023,-0.18611622,1,0.9997972336745956
3.2720292,6.4752436,1,0.9996669841722823
-5.5042086,2.926874,0,2.0452648795978497e-06
1.6265893,-1.215086,1,0.9972996710597929
-12.081069,-12.137315,0,4.222270839474644e-08
6.428853,-2.3931298,1,0.9982437303177594
-1.1698177,-1.0026377,0,0.01588298696962449
3.2173326,0.23604076,1,0.9949603342748495
7.9753714,1.5894562,1,0.999065878028208
0.6476369,1.7348311,0,0.015261546826215075
-9.665821,3.623746,0,0.008591543977641313
-5.8252034,6.1087933,0,1.8108275791225044e-08
5.418527,1.1422176,1,0.9999918146869908
-6.233816,-6.1856256,1,1.0
10.405545,-10.100281,1,0.9999999999160423
13.178772,7.2529035,1,0.9999999995644941
-13.525602,-12.722355,0,2.3058861536043928e-11
3.4062707,8.630295,1,0.9999999199320119
-4.3650475,4.71488,0,1.5398373224310524e-08
-1.3683918,5.698188,0,6.697368780231234e-05
-5.575691,-10.378897,1,0.6031428458881547
-2.1634402,8.362935,0,1.461170189349781e-06
3.9775083,-0.6451394,1,0.819923424742263
-1.9955114,-9.479156,1,0.999999999997101
-13.496183,-12.664748,0,1.1275237559821713e-11
-10.516319,5.9247255,0,1.9721695768014054e-05
0.8494702,-1.0818274,0,0.29354668380604554
-0.08542139,1.7925798,0,0.0019445982336911956
-3.6421218,5.1779675,0,1.8952281524370575e-10
0.25018814,12.754274,1,0.9938903196670719
6.1968913,8.411452,1,0.9999844090785799
11.522309,7.8345885,1,0.9999994806556315
-2.0305758,6.563301,0,5.489857911142114e-09
-4.86418,-5.2268715,1,0.999999997950141
5.686082,4.979224,1,0.9990080543265493
-0.5274833,-6.4191804,1,0.999998636976846
-0.15394212,1.4334939,0,6.335546562381624e-05
7.21486,7.229355,1,0.9999990207838356
-3.484598,7.3972454,0,1.6519094552532147e-06
2.2944417,-12.451741,1,0.9999999999978968
6.382818,4.2220063,1,0.9999910389157145
-1.9528623,1.5378865,0,7.725653288122258e-05
7.2448397,4.5902705,1,0.9974284619471574
2.227723,-0.25676078,1,0.9508839098311951
0.17923398,-2.4970996,0,0.07040651834914052
1.5039687,-2.7283106,1,0.9963492928017637
-1.9776025,-9.524996,1,0.999999999994202
-3.2269948,3.181199,0,5.711595393486313e-11
-4.1128287,4.486013,0,8.567197752922036e-08
-6.3870754,7.65181,0,4.658225424682409e-11
8.914288,-3.2687883,1,0.9999988625081148
1.7033097,7.512403,1,0.9892342659391183
1.3306485,0.026934657,1,0.9353775601833515
-14.535212,6.317964,0,8.918224030763011e-07
15.909113,-0.38998196,1,0.9999999999965326
-1.2309512,3.6924262,0,0.0007044263594256031
-2.8451295,4.7661133,0,7.1718790683456815e-06
1.537238,4.0685773,0,0.1359917287436161
10.572853,-0.4939797,1,0.9969359367830656
-12.238365,-4.2866454,0,1.4988074370057558e-05
3.048254,-8.795224,1,0.9994557292988859
-3.1318557,12.213341,0,0.0009995182806118114
-3.2600179,5.1545563,0,2.4057120327714632e-08
2.0521994,1.6219796,1,0.8159712527070704
1.2213533,-9.337587,0,0.02821769872596208
-0.46857712,1.4662302,0,0.0006119688325333518
-1.1159569,8.949419,0,2.3028399029182016e-08
-0.5200613,4.2476087,0,0.003474171628629588
-1.2844906,-6.002308,1,0.9999421737520703
-3.563138,-2.6895304,0,3.2087480690156684e-08
1.505946,0.32700637,1,0.6668899961778623
3.955429,3.8232052,1,0.9989302510510681
-7.798263,4.528585,0,6.5880345879010015e-09
-0.96663845,1.60395,0,0.00011834814318076171
0.31446344,4.497623,0,0.0038028950489762247
16.565441,1.7463199,1,0.9999999999997584
5.474987,-9.703452,1,0.9999997425904514
-5.293903,-0.80590177,0,0.00033590694122782617
-5.99012,-7.2569323,1,1.0
4.944316,-2.3526442,1,0.9822354340670426
-1.1561617,-6.5735826,1,0.9999625608621554
-8.390724,8.602696,0,5.6608838184313796e-08
-4.4990673,6.0732083,0,6.614125024101451e-06
-2.0943487,4.565798,0,9.009967344915379e-06
-8.529474,-4.2732735,0,7.740876018576372e-05
-7.1480417,0.5710284,0,1.2496466632661838e-07
8.997495,-2.4553847,1,0.9996694400186544
-2.6530209,6.9946637,0,1.1451788617142229e-08
-13.171647,4.706525,0,0.0023895647671167653
-5.116835,4.8813953,0,2.726359445248774e-11
4.2041636,-2.6245878,1,0.9999999835073085
-5.4312396,6.600964,0,5.344603791521362e-10
0.97450733,-11.271283,1,0.9978714835281518
-2.6885233,1.5698087,0,0.0015915254009909751
-9.508411,3.0134633,0,0.0009150183646681049
-3.2001057,7.363449,0,2.0035400751494793e-08
2.592656,2.7929204,1,0.9944558952491956
-4.303558,4.9785004,0,6.057678513718196e-12
12.039731,5.403002,1,0.9999888194788826
5.5513268,-0.4870103,1,0.9984298654001609
-2.4882908,4.26663,0,2.3235515238158425e-09
-9.840915,3.2490404,0,5.266030437190461e-05
2.5290244,0.899418,1,0.9990134829162574
-1.5944304,2.5477362,0,0.0005413943316949094
-13.538225,-12.909813,0,1.0267297020817721e-12
6.0006876,-1.0705217,1,0.9999817790184409
3.5067856,-2.0538208,1,0.9911658071212691
0.6000381,-2.2026443,1,0.9999918283614516
-1.835803,-1.5645322,0,0.0005425324769827711
-4.690837,-5.894284,1,0.999995895814815
-11.32179,-0.25600067,0,0.001783896330116963
8.885352,0.564754,1,0.9926129214576102
-9.079732,-1.6176867,0,0.11995922352485112
7.2653995,0.69269466,1,0.9225105990118547
-0.1425519,2.165857,0,0.0007975574917959427
16.514498,1.709646,1,0.9999999999993889
0.27570873,1.5981991,0,0.0023664145484342375
2.622673,10.87507,1,0.9999927608809833
7.6567535,-4.386165,1,0.9991248735738527
2.513601,3.938571,1,0.9780299803440028
3.1609585,-4.6606765,1,0.9973410386276454
-3.8122208,2.091944,0,0.0009282816171156348
-9.030494,6.819485,0,1.3153432312998208e-10
13.180601,7.254404,1,0.9999999996008597
-3.41312,-2.5533564,0,7.81900253219751e-12
7.3339252,7.0300126,1,0.9999110228088826
2.063823,-1.8687755,1,0.9994605318763679
7.952952,-3.0040658,1,0.9656589129993918
-5.2183857,5.7187634,0,1.0099861910861695e-07
-1.7312055,4.974132,0,2.5848468666690794e-05
-4.495928,1.4948469,0,2.8905514717615916e-06
16.248825,0.3637997,1,1.0
-5.640728,-6.766862,1,1.0
-1.6434102,-4.0310316,0,0.033997244096610126
1.9706837,13.809455,1,0.9999620841378881
13.157993,7.2442656,1,0.9999999994975894
-0.99207556,-3.8383956,1,0.9935028407456172
-1.4628196,7.6071486,0,6.40574526211002e-09
4.4337764,0.021766897,1,0.9996284849679136
-7.521799,7.076406,0,4.087566155737775e-09
8.682117,2.2490654,1,0.9996808134030278
2.5623467,-2.4221935,1,0.9830736152875305
4.3755755,4.200045,1,0.9999998869748119
2.4874177,11.078384,1,0.9999941614831781
-6.0873795,-1.6899745,0,7.871985243887132e-05
8.860303,-10.273404,1,0.9999999658707287
-13.926661,7.219792,0,1.1604014923730852e-05
11.438478,9.95875,1,0.999997762779104
-0.60812646,2.620057,0,0.00016637159370034443
0.24164058,6.8279166,0,0.00016317641815557628
-1.6825576,7.7254996,0,1.057151767627977e-06
-0.25367662,0.43218648,0,0.001853473369717039
-14.789187,3.6899085,0,1.9614747930456553e-08
-4.4460683,9.523953,0,4.5943004586694e-06
7.4990616,3.1569598,1,0.9990765168425361
4.501325,-3.1577675,1,0.9858217880702119
8.087707,2.9728298,1,0.9999917627844942
-6.7659698,-1.2368164,0,8.67068761221568e-05
7.342501,12.191611,1,0.9999999759855672
-0.9391115,4.79536,0,7.2865719431719886e-06
-4.3964267,-3.107464,0,4.133324645595801e-05
-10.069195,6.93115,0,1.7999144229789176e-09
-8.568655,0.7561727,0,2.118502960649964e-07
6.022128,4.9981666,1,0.9969346712607797
14.991243,-1.1139216,1,0.9999999999997442
7.389981,1.1887376,1,0.9997349724957861
-3.2128358,5.6684217,0,1.3757520388132106e-11
4.3344555,-0.73699594,1,0.8846847013320985
-1.0359193,-4.73874,1,0.999999989246362
-1.6425278,0.84513324,0,2.056827266206669e-05
2.1024451,1.4287372,0,0.05534164884485039
-6.3770905,-2.1646671,0,0.0014843406653503957
4.8484,-1.6964722,1,0.9996461722755422
-1.5847456,6.8041024,0,2.8910486567497687e-08
1.1688362,0.40012768,1,0.9754318754430136
7.637744,11.055652,1,0.9999995936155885
-6.9995966,-2.3424788,0,0.0001932452533289497
12.354602,-1.6203161,1,0.9999987518348066
-2.947931,1.7460549,0,7.853639612772366e-06
9.411298,-3.404711,1,0.9999994185984902
-5.3783875,-2.6895227,0,9.700954973100718e-05
2.823298,0.042055022,1,0.9997257668669551
7.153662,8.702555,1,0.9999984632487524
-13.647409,3.2209897,0,1.6219292592071571e-09
-9.531565,-1.0698833,0,8.512359119107639e-05
8.845057,7.857429,1,0.999998094167563
0.94718075,-4.491885,1,0.9999999506829068
7.459376,4.1310415,1,0.9999987144180856
-2.4551191,7.279258,0,1.5019286582425816e-08
-1.4820323,-5.993529,1,0.9999965963799241
-1.509086,-2.030925,0,0.016921671868422902
-2.1194766,4.478835,0,1.4683300367727985e-09
-3.264821,-2.9582975,0,4.313448842825211e-08
0.65780085,0.3181192,1,0.183707013121798
-7.494572,-4.205164,0,0.055675526147119236
-5.632077,-6.7555833,1,1.0
0.026736893,-4.576007,1,0.9988057057295807
2.6978805,-4.1684523,0,0.8333861402961218
2.3071494,-5.0374703,1,0.9936420633066665
8.081592,-3.1619313,1,0.9999970113878797
3.599716,-7.0461445,1,0.9997155979685116
11.193635,9.961182,1,0.9999970569307203
5.664239,3.9801707,1,0.9870160289852703
-1.7948248,4.5891056,0,0.0005584164193447891
-9.236783,1.3563738,0,0.00033140692250738913
11.142348,6.5293603,1,0.9989271396189622
-9.609754,-8.767598,1,0.7749357501116171
7.345371,3.6388266,1,0.9999503471481379
-1.5040015,2.6954527,0,5.3677031181284085e-06
5.116889,5.7300997,1,0.9958984959423568
7.261232,-5.567165,1,0.9955099635462736
-0.52911633,2.0948238,0,0.0009900533550454241
4.522568,-5.7554126,1,0.9999927162889808
5.005596,2.9860854,1,0.997352690062403
-6.750273,4.8147254,0,9.57503228152451e-10
6.615134,-4.6500096,1,0.9993594382183828
-8.430499,7.540406,0,2.5647994988965067e-08
1.1961117,-7.355201,1,0.9999999352247805
4.715341,2.4195347,1,0.9999022743070412
10.834821,11.276258,1,0.9999984346196018
-0.32414663,-5.527955,1,0.9900689520136945
1.5192827,5.919965,1,0.9981509081497834
2.4346132,-0.66201544,1,0.9836156263503654
14.990024,-1.1117676,1,0.9999999999997158
-6.4118786,-0.035258196,0,0.0031924132235374002
3.3201451,8.270189,1,0.9999999012341099
2.7729323,-3.6728928,1,0.9998394327906875
5.8431807,-1.0216676,1,0.9551070119294978
-0.6279159,2.1800394,1,0.5092688714222156
7.992798,1.5591944,1,0.9955787862768853
1.8582141,-1.3843908,1,0.9675751720876133
2.8451545,-5.403895,1,0.9998766282002881
-1.1510805,-1.3163707,0,0.00011240616287207895
-4.148789,-4.5580616,1,0.9999946348122932
-1.4211389,3.8303323,0,0.00027728814410207526
-3.0362148,8.26993,0,1.6215838148235523e-08
-1.9029278,2.2028503,0,9.189688043602505e-05
-9.758883,3.8190413,0,0.0001661885240951423
3.61848,-1.0616066,0,0.23572081341935192
12.518538,2.2537878,1,0.9999951844420126
3.0039535,5.065738,1,0.9556273998109845
-12.463171,6.5544906,0,8.341852553311124e-09
5.0020556,2.959015,1,0.9730266078879278
-13.921635,7.2278285,0,2.7357606301352032e-05
-4.6886554,-1.0747201,0,2.4374816011503957e-08
-5.036138,-3.3359709,0,1.2439554140041768e-05
-0.27248105,-1.1595004,0,0.0013879856140481541
-1.8473886,7.332121,0,2.3998464451546245e-07
1.4002056,-5.8691063,1,0.9999998823713907
-13.495994,-12.668293,0,2.2850216206553688e-12
0.44479844,3.2415476,0,0.008670113438919946
9.435783,-11.526433,1,0.9999999999973852
-3.9610088,8.215365,0,1.2545558808001732e-08
-1.9738168,-0.49795696,0,0.001006606201457852
4.5198197,-5.7392926,1,0.99997020609463
9.556694,0.19411796,1,0.9998975273776496
-4.9015985,-6.0951185,1,0.999999999826656
-6.9346585,-0.8009616,0,0.0028097618611352504
-2.2261307,-6.985585,1,0.9999596733933288
-6.8583508,6.32381,0,3.3226013352887965e-16
0.93070084,-11.294366,1,0.9832822805945489
-10.425659,3.6319842,0,8.366724969037638e-05
-1.8740042,3.6570005,0,0.0006054822988382455
-3.9349108,-5.996912,1,0.9999891524978767
-12.757416,5.8525696,0,0.0017825156501817877
4.139821,2.3255038,1,0.9998864113890457
0.8700579,1.1044912,0,0.24372393837230694
14.175303,0.40593192,1,0.9999999980343404
4.062216,-3.462848,1,0.9954944582491327
1.1041421,-7.348858,1,0.9999998007246148
-13.389261,-12.30527,0,1.331649253821317e-12
1.4919369,9.736957,1,0.8671140603496453
-0.5108521,-1.5911882,0,7.059565942076052e-06
-7.4958253,11.020506,0,0.0006073191039390247
3.7967546,2.6370234,1,0.9964202523109958
-3.442639,0.004617213,0,7.379752036619017e-05
4.749115,1.1001631,1,0.9996818685735238
1.8173476,3.4286475,1,0.9846384987906364
-5.742946,-3.5088725,0,2.004412750703285e-09
7.261232,-5.567165,1,0.9955099635462736
-0.8723617,-0.36229807,0,0.0003160509633246029
9.719207,1.7316453,1,0.9999160691828739
9.293553,7.463857,1,0.9996532628735648
3.0541275,-4.238579,1,0.999648553078132
-10.507997,4.200673,0,0.0011004857151397799
-12.402633,7.088196,0,3.0043306417570343e-09
-5.6174164,5.365867,0,2.6573247507807906e-09
9.496423,0.22899146,1,0.9996982150183413
-1.5007851,10.410425,0,5.868885539769828e-08
-0.6592565,8.187442,0,7.935469497792326e-09
0.45053375,10.226786,0,0.0011466173472167041
8.828973,-6.198172,1,0.999999456413525
-0.8549205,0.94670016,0,0.00020125825272811375
-0.16191578,-10.241202,0,0.4382064445775038
-14.469343,3.5314834,0,2.570555023013192e-12
0.110511035,2.1661875,0,0.010056548134094803
5.561395,-9.720598,1,0.9999974996675997
-0.9628752,-7.280952,1,0.999999097273881
3.8237154,1.3927399,1,0.9997997470975521
-2.2761235,3.321948,0,0.0004972816575903331
2.4520295,2.7112377,1,0.9768290828621508
15.191302,0.46511638,1,0.9999999999999716
